pH,TDS_ppm,Turbidity_NTU,Temperature_C,Label
7.28,182,2.75,24.15,Safe
6.91,96.9,1.48,23.3,Safe
7.34,174.6,1.43,23.47,Safe
7.25,120.3,2.07,22.92,Safe
7.45,190.4,1.25,22.81,Safe
7.05,158.1,2.14,23.38,Safe
6.9,157.8,0.98,23.14,Safe
7.11,94.3,2.21,23.61,Safe
7.22,126.4,1.42,22.43,Safe
7.69,120.4,2.8,23.36,Safe
7.1,151.4,0,23.58,Safe
7.54,161,0.36,22.73,Safe
6.95,152.9,1.22,23.26,Safe
7.46,130.9,0.63,23.49,Safe
7.31,183.8,0.92,23.35,Safe
6.82,148.1,0.92,23.46,Safe
7.36,131.2,1.32,23.17,Safe
7.17,132.7,0.21,22.69,Safe
7.5,133.4,1.57,22.98,Safe
6.91,172.3,1.32,22.88,Safe
6.94,131.6,2.5,22.78,Safe
7.66,202.6,3.05,23.13,Safe
7.44,193.2,2.37,23.35,Safe
7.08,124.2,2.37,22.39,Safe
7.24,187.3,2.77,22.58,Safe
6.96,169.6,1.39,22.57,Safe
6.91,111.7,0.55,23.15,Safe
7.37,106.3,0,22.92,Safe
7.09,195.2,1.56,23.31,Safe
7.26,181.8,1.28,22.87,Safe
7.05,178.7,1.69,23.1,Safe
7.43,123.8,2.39,22.97,Safe
7.32,197.5,2.14,22.24,Safe
7,120.9,1.59,23.04,Safe
7.14,117,2.73,22.08,Safe
7.3,92,0.19,22.52,Safe
6.89,140.1,0.2,21.94,Safe
7.4,155.7,1.91,22.24,Safe
7.3,97.5,2.9,22.92,Safe
7.16,124.3,1.53,22.49,Safe
6.85,143.1,0,23.15,Safe
7.11,143.5,0.55,22.2,Safe
7.56,110,2.32,23.19,Safe
6.85,198.5,2.34,22.04,Safe
7.23,135.8,3.51,22.3,Safe
7.54,173.9,3.06,23.47,Safe
6.91,124.2,2.61,23.05,Safe
7.24,191.2,1.95,23.15,Safe
7.42,132.2,1.39,22.77,Safe
7.53,150.7,2.07,22.75,Safe
7.12,182.7,1.28,22.51,Safe
7.2,111.3,1.85,22.37,Safe
6.8,195.5,2.44,22.19,Safe
7.46,202.7,1.43,22.85,Safe
7.51,183,1.42,22.96,Safe
7.53,168.3,2.42,23.39,Safe
7.34,191.8,3.35,22.32,Safe
7.06,137.4,4.33,23.26,Safe
6.85,205,2.02,22.52,Safe
7.61,135.1,1.5,22.96,Safe
7.38,142.6,2.41,22.87,Safe
7.01,203.5,2.31,23.24,Safe
7.03,102.7,0.82,22.65,Safe
6.78,113.7,0.84,21.87,Safe
7.58,88.9,0.14,23.07,Safe
7.32,177.4,2.39,22.53,Safe
7.49,194.5,1.8,23.46,Safe
7.65,109.6,1.01,22.21,Safe
7.3,184,0.64,23.47,Safe
7.21,126.8,1.97,22.62,Safe
7.28,166.4,0.39,22.35,Safe
7,170.4,0.65,21.79,Safe
7.46,110.5,1.64,22.43,Safe
7.27,108.8,0,23.02,Safe
7.1,169.9,3.57,23.4,Safe
7.42,186.4,1.19,23.55,Safe
7.06,99.2,3.09,22.55,Safe
6.87,156.7,2.72,23.22,Safe
7.11,114.7,2.86,22.71,Safe
6.98,149.1,1.61,22.74,Safe
6.84,185.8,3.02,22.83,Safe
7.38,131.6,3.1,23.01,Safe
6.97,192.6,0.48,22.04,Safe
7.46,128.5,1.98,22.4,Safe
6.94,162.6,0.51,23.15,Safe
7.11,157.2,2.73,21.86,Safe
7.06,148,1.45,22.8,Safe
7.49,156.1,1.08,22.17,Safe
7.34,94.1,1.67,23.04,Safe
7.32,129,0.26,22.8,Safe
7.04,125.8,1.8,21.89,Safe
7.08,156.9,0.27,22.81,Safe
7.11,92.6,3.21,22.16,Safe
6.78,175.6,1.46,23.29,Safe
7.47,105.5,1.27,21.78,Safe
7.23,194.9,0.69,22.14,Safe
7.16,131.7,1.74,21.67,Safe
7.08,102.9,2.12,21.58,Safe
6.81,186.4,0.92,22.44,Safe
7.21,147.1,3.02,21.7,Safe
6.98,130.2,2.15,22.51,Safe
7.32,171.3,1.33,22.2,Safe
7.04,145.9,0.75,22.28,Safe
7.2,160,2.07,21.78,Safe
7.45,94,2.5,22.87,Safe
7.11,154.2,2.53,22.29,Safe
7.47,94.4,1.75,22.47,Safe
7.34,179.8,2.11,22.03,Safe
7.09,174.8,2.24,21.95,Safe
7.01,197.7,1.87,21.2,Safe
7.27,139.7,3.24,22.61,Safe
7.38,125.4,1.44,21.94,Safe
7.51,192.2,3,21.92,Safe
7.49,139.4,1.84,22.19,Safe
6.94,121.8,1.81,21.59,Safe
7.61,203.6,1.1,22.47,Safe
6.93,181.6,0.2,22.38,Safe
7.13,128.7,0.48,21.79,Safe
7.4,188.2,1.26,23.01,Safe
7.5,100.6,0.54,23.3,Safe
7.35,134.1,2.3,22.2,Safe
6.86,121.2,2.06,21.92,Safe
7.05,127.1,1.81,22.25,Safe
7.35,185.2,1.47,21.72,Safe
7.33,163.9,1.01,22.74,Safe
6.91,185.7,0.9,21.92,Safe
7.11,185.6,3.2,22.17,Safe
7.13,90.5,1.73,21.25,Safe
7.18,146.9,0.33,21,Safe
7.12,116,2.8,22.33,Safe
7.56,140.3,2.5,22.54,Safe
6.97,116.6,1.26,21.88,Safe
7.07,138,3.17,22.9,Safe
7.3,165.7,2.29,22.84,Safe
7.28,108.8,2.98,21.27,Safe
6.88,120.6,2.84,21.71,Safe
7.08,162.5,1.39,22.49,Safe
7.04,148.8,2.23,21.55,Safe
7,149.8,2.02,23.1,Safe
7.56,110.5,2.48,22.42,Safe
7.4,166.3,1.06,21.87,Safe
6.92,170.1,3.33,22.8,Safe
6.88,97.9,2.58,22.04,Safe
6.85,132,2.25,21.43,Safe
7.44,168.3,2.14,21.45,Safe
7.13,105.2,1.66,22.33,Safe
7.54,126.3,0.82,22.04,Safe
6.89,127.3,2.12,22.59,Safe
7.43,103.6,2.12,22.64,Safe
7.15,121.5,0.87,22.63,Safe
6.85,105.4,3.06,22.26,Safe
7.22,172.5,0.34,22.26,Safe
6.98,194.1,0.65,21.1,Safe
7,94.9,2.87,22.07,Safe
7.36,98.3,1.95,22.27,Safe
6.94,134.7,0.58,21.02,Safe
6.91,111.8,1.07,21.55,Safe
7.21,121.3,1.89,21.18,Safe
7.23,186.1,0.14,21.15,Safe
7.27,126.3,0,22.05,Safe
7.52,174.2,2.68,22.32,Safe
7.6,138.3,0.84,21.88,Safe
7.63,177.5,2.46,21.83,Safe
6.99,192.1,2.33,21.77,Safe
7.01,140.9,0.17,22.25,Safe
7.34,197.5,3.71,21.3,Safe
7.55,172.1,1.62,21.69,Safe
6.82,166.5,1.97,21.22,Safe
7.47,117.8,0.47,21.82,Safe
7.3,97,2.7,22.12,Safe
7.05,152.2,2.65,21.31,Safe
7.27,125.9,2.19,21.85,Safe
7.19,102.1,1.66,22.3,Safe
7.27,122.4,1.3,21.58,Safe
7.39,173.8,1.63,21.19,Safe
7.09,127.9,1.05,21.78,Safe
7.47,119.9,1.16,21.15,Safe
7.25,181,1.49,21.81,Safe
7.09,136.9,1.53,21.65,Safe
7,158.1,0.2,22.35,Safe
7.51,180.6,2.63,22.78,Safe
7.28,146.2,0.63,22.13,Safe
7.58,109.9,0.86,21.43,Safe
6.96,164.5,2.04,21.32,Safe
6.87,204.5,1.84,20.71,Safe
7.52,95.3,1.04,22.02,Safe
7.02,137.9,2.61,21.4,Safe
7.16,145.5,0,21.53,Safe
7.27,122.6,1.3,21.18,Safe
6.92,199.7,0.73,20.84,Safe
6.89,152.8,1.14,22.35,Safe
7.12,145.5,1.9,21.82,Safe
7.34,162,2.14,21.86,Safe
7.47,197.1,1.16,21.28,Safe
7.08,135,1.27,21.75,Safe
6.93,93.8,1.84,22,Safe
6.92,167.8,0.4,21.4,Safe
7.15,92.1,0.59,22.3,Safe
7.35,190.5,1.65,21.49,Safe
6.88,174.4,0.14,21.61,Safe
6.96,110.9,1.7,22.44,Safe
7.18,117.4,2.26,21.91,Safe
7.01,199.1,2.75,21.74,Safe
6.82,122.6,2.54,21.49,Safe
7.16,118.9,2.8,20.94,Safe
7.25,117.5,2.42,22.05,Safe
7.36,99,0.73,21.49,Safe
6.9,117.7,1.27,21.64,Safe
7.01,152.9,0.93,21.76,Safe
7.43,182.2,1.63,22.12,Safe
7.28,185.3,2.27,21.34,Safe
7.21,102.4,0.51,20.81,Safe
7.43,181.1,1.85,21,Safe
7.48,173.1,2.13,21.62,Safe
7.55,188.7,1.9,21.12,Safe
6.95,169.4,2.03,21.01,Safe
7.2,186.5,0.06,21.17,Safe
7.21,179.4,0.98,21.23,Safe
7.56,102.4,1.1,21.77,Safe
7.43,196.8,1.88,21.33,Safe
7.04,184.9,2.39,20.74,Safe
7.13,155.3,3,21.69,Safe
6.95,93.7,2.25,20.91,Safe
7.48,117.4,1.69,22.04,Safe
7.08,183.5,1.32,20.13,Safe
7.22,90.9,2.5,21.15,Safe
7.14,92.2,0.23,21,Safe
7.28,148.2,3.23,21.47,Safe
7.5,125.1,0.34,21.07,Safe
7.49,107.3,2.1,21.22,Safe
7.36,124.2,2.49,20.99,Safe
6.92,97.3,1.75,21.01,Safe
7.58,114.3,2.22,21.2,Safe
6.86,196.6,0.69,20.86,Safe
7.02,110.7,1.38,21.08,Safe
7.08,129.3,0.6,20.7,Safe
7.6,196.5,1.63,20.01,Safe
7.08,177.3,0.71,20.9,Safe
7.34,134.5,0.86,20.93,Safe
7.62,197.9,2.05,21.69,Safe
7.1,110.9,1.35,21.03,Safe
7.05,146.5,1.21,21.12,Safe
6.84,96.3,1,21.07,Safe
7.35,139.4,0.24,21.28,Safe
7.18,163,0,21.02,Safe
7.27,100.8,0.93,21.33,Safe
7.39,156.3,1.21,20.7,Safe
7.13,163.7,0,20.86,Safe
7.45,162.3,0,21.18,Safe
6.82,182.4,3.09,21.6,Safe
7.22,147.1,3.74,21.06,Safe
7.6,146.5,1.67,19.92,Safe
7.01,194.4,1.93,20.79,Safe
7.1,125.3,2.08,21.43,Safe
7.53,194.7,2.56,21.22,Safe
6.94,116.7,3.06,19.98,Safe
7.47,115.6,1.05,21.12,Safe
7.46,157.6,1.69,21.13,Safe
7.16,179.8,0.38,21.37,Safe
7.32,200,0.1,21.57,Safe
7.07,168.6,1.16,20.43,Safe
7.41,115.5,2.32,21.13,Safe
7.52,113.6,2.77,21.41,Safe
6.82,175.5,0.18,21.14,Safe
6.9,174.7,1.01,21.61,Safe
7.33,187.1,1,22.2,Safe
6.87,149.9,1.27,20.89,Safe
7.06,123.2,3.04,21.41,Safe
7.06,148.5,2.53,21.06,Safe
7.2,143.7,2.69,20.86,Safe
7.18,113.5,1.63,21.07,Safe
7.11,97.4,3.03,21.28,Safe
7.46,88.8,2.15,20.08,Safe
7.06,129.2,0.78,19.43,Safe
7.45,98.9,0.77,20.56,Safe
6.82,147.3,1.25,20.16,Safe
7.49,109.5,1.87,20.9,Safe
7.37,146.3,2.62,21.29,Safe
6.99,122.7,2.77,20.26,Safe
7.61,154.8,2.91,21.01,Safe
7.37,125.7,0.49,20.64,Safe
6.84,151.2,2.19,20.32,Safe
7.13,158.3,0.9,20.43,Safe
7.12,133.3,2.33,20.64,Safe
7.33,147.9,0.85,20.41,Safe
7.11,145.2,2.21,21.07,Safe
7,171.4,2.94,20.24,Safe
7.43,142.7,1.99,20.53,Safe
7.53,121.4,0.58,20.93,Safe
6.99,149.5,2.39,20.73,Safe
7.51,144.8,1.99,20.52,Safe
6.93,138,2.6,20.72,Safe
7.55,164.3,2.54,21.59,Safe
6.98,111.7,0.78,20,Safe
7.58,108.4,1.95,20.39,Safe
7.41,192.8,2.31,20.24,Safe
7.25,180.5,0.79,20.96,Safe
7.04,179.4,0.78,20.53,Safe
7.47,190.6,1.36,20.73,Safe
7.16,128.2,3.28,20.79,Safe
7.43,184.3,2.58,21.11,Safe
6.96,113.5,1.31,20.35,Safe
7.34,111.3,2.63,20.46,Safe
7.59,180.5,0.58,20.84,Safe
7.04,165,0.59,20.31,Safe
7.3,181.5,2.84,20.04,Safe
6.95,193.5,2.1,20.59,Safe
7.42,146.4,2.23,20.01,Safe
7.18,195.4,0.78,20.9,Safe
6.84,180.9,2.23,20.28,Safe
7.5,138.8,0.43,20.67,Safe
7.07,130.5,2.47,21.33,Safe
6.83,106,3.58,20.67,Safe
6.99,145.5,2.3,20.53,Safe
7.13,111.5,3.07,20.13,Safe
6.98,183.8,1.99,20.31,Safe
7.53,99.2,2.01,20.68,Safe
7.25,158.1,1.98,20.3,Safe
6.82,123.6,0.82,19.84,Safe
6.76,156.7,0,20.36,Safe
6.97,90.5,1.98,20.79,Safe
7.51,151.1,2.04,20.98,Safe
7.61,145.4,0.99,21.35,Safe
7.31,110.7,0,20.9,Safe
7.51,96.5,2.35,20.94,Safe
7.45,126.5,0.71,19.64,Safe
7.15,133.8,3.36,20.37,Safe
6.9,102.6,2.88,21.11,Safe
7.16,112.4,0.44,20.42,Safe
7.21,141.1,0.63,21.24,Safe
7.3,196.6,1.7,20.4,Safe
7.33,177.7,0.64,20.2,Safe
6.87,173,2.61,19.87,Safe
7.16,181.4,0.53,19.81,Safe
7.56,122.7,0.91,20.12,Safe
6.93,106,1.56,19.29,Safe
6.83,169.6,2.05,19.16,Safe
7.12,150,2.6,19.18,Safe
7.08,169.1,3.13,19.78,Safe
7.45,181.2,0.85,19.85,Safe
6.84,155.4,3.68,19.34,Safe
7.33,98.1,0.39,18.5,Safe
7.5,103.5,0.73,20.24,Safe
6.9,161.4,1.44,19.95,Safe
6.98,117.3,2.55,20.7,Safe
7.12,160.4,0.28,20.34,Safe
7.35,137.4,2.1,19.99,Safe
7.23,140.6,1.5,19.75,Safe
7.36,138.7,0.96,18.88,Safe
7.04,147.3,3.33,19.74,Safe
7.49,123.9,2.21,19.35,Safe
7,125.8,1.97,20.21,Safe
7.43,187.1,0.76,19.96,Safe
7.25,184.9,2.59,19.84,Safe
7.11,182.9,1.41,20.16,Safe
6.85,93.9,0,19.84,Safe
7.52,124.2,0.82,20.49,Safe
7.14,136.3,1.62,19.22,Safe
7.3,168.3,2.41,20.35,Safe
6.87,133.8,1.04,20.4,Safe
7.2,118.7,0.83,19.46,Safe
6.9,106.8,0.96,20.43,Safe
6.86,170.5,1.94,20.33,Safe
7.1,172.2,1.81,20.81,Safe
6.82,139.2,1.17,21.2,Safe
7.44,147.1,0.02,20.63,Safe
6.86,162,1.05,20.92,Safe
7.16,201.6,2.2,19.74,Safe
7.19,139.9,1.84,19.73,Safe
7.48,159.7,2.9,20.61,Safe
7.03,176.8,0.63,20.67,Safe
7.03,105.6,2.88,19.09,Safe
7.01,143,2.66,20.36,Safe
7.24,176.6,2.23,20.37,Safe
6.8,183.1,1.65,19.8,Safe
6.72,137.1,2.58,19.95,Safe
6.93,114.3,2.85,20.36,Safe
7.48,158.6,1.21,20.1,Safe
7.09,147.9,2.82,20.27,Safe
7.13,111.6,1.55,19.97,Safe
7.47,126.5,1.59,20.05,Safe
7.49,136,0.29,19.99,Safe
6.85,126,1.82,20.27,Safe
6.84,168,0.3,19.95,Safe
7.11,170.9,0.51,20.09,Safe
6.83,117.5,0.25,19.87,Safe
7.29,189,0.44,20.31,Safe
7.44,151.7,1.88,20.15,Safe
7.12,185.9,2.18,19.11,Safe
7.37,178.9,2.38,19.22,Safe
6.95,193.5,1.9,19.78,Safe
7.48,159.9,1.48,20.4,Safe
7.6,164.7,3.23,20.11,Safe
6.77,174.7,1.23,19.44,Safe
7.53,93.1,0.63,20.14,Safe
7.04,154.4,0.33,20.12,Safe
7.46,97.4,0.49,20.14,Safe
7.15,127.5,0.22,20.67,Safe
7.29,145.9,0.52,18.84,Safe
7.53,194.8,0.5,19.96,Safe
6.97,123.1,2.96,19.14,Safe
7.17,115.7,0.86,19.13,Safe
7.06,101,0.91,20.89,Safe
7.09,102.2,0.85,19.83,Safe
7.14,199.7,2.9,19.73,Safe
6.79,124.2,2.92,19.42,Safe
7.55,151.4,0,20.39,Safe
7.18,112.1,2.37,20.62,Safe
7.49,185.4,3.05,20.22,Safe
6.84,172.3,1.97,19.63,Safe
7.05,108.2,0.4,19.37,Safe
7.42,96.4,1.22,19.88,Safe
6.9,176.6,2.47,19.47,Safe
7.25,178.8,3.46,19.98,Safe
7.25,139.3,2.56,19.1,Safe
7.04,122,0,20.12,Safe
7.58,168.8,2.5,20.04,Safe
7.59,119.3,2.49,20.53,Safe
6.99,144,2.46,20.67,Safe
7.03,148.3,0,20.41,Safe
7.37,195.6,2.47,19.37,Safe
7.32,137,2.53,20.08,Safe
6.93,90.6,1.91,19.91,Safe
7.45,193,1.87,19.96,Safe
6.92,124.2,2.24,20.24,Safe
7.4,158.4,2.37,20.07,Safe
7.27,189.7,2.58,19.68,Safe
6.89,152.9,1.57,20.49,Safe
7.36,170.5,0.6,20.59,Safe
7.24,198.4,2.98,20.2,Safe
7.06,156.3,3.33,19.94,Safe
7.27,187.1,1.27,19.59,Safe
7.64,142.7,3.18,19.77,Safe
7.34,122,1.08,19.24,Safe
6.95,93.2,1.37,19.31,Safe
7.29,90.8,1.61,19.99,Safe
7.11,98.8,1.36,19.95,Safe
7.22,197.9,1,20.56,Safe
7.36,187.3,1.22,19.99,Safe
7.61,186.9,0.99,20.31,Safe
7.02,179.4,2.56,20.45,Safe
7.11,177.3,0.53,20.12,Safe
7.24,106.4,2.4,20.57,Safe
7.39,92,0.24,20.23,Safe
7.19,92.9,1.68,20.72,Safe
7.08,122.7,2.99,19.98,Safe
7.41,140.8,0.7,20.7,Safe
7.04,94.3,1.81,19.67,Safe
7.24,178.2,0,20.79,Safe
7.19,182.3,2.14,20,Safe
7.37,175.3,1.02,20.48,Safe
7.54,179.6,1.59,20.66,Safe
7.18,142.5,0.99,21.19,Safe
7.18,160.4,0.06,19.97,Safe
7.05,129.9,3,20.36,Safe
7.59,161,0.19,21.32,Safe
6.89,162.9,3.04,20.7,Safe
7.45,148.6,2.46,20.42,Safe
7.05,89.1,1.15,20.68,Safe
7.56,183.4,0.47,19.96,Safe
6.93,165.3,1.86,19.77,Safe
7.08,146.1,2.06,20.59,Safe
7.36,107.3,2.81,19.99,Safe
7.27,145.2,2.87,20.72,Safe
7.41,195.4,1.69,20.89,Safe
7.11,91,1.58,20.15,Safe
6.81,117.4,2.49,21.72,Safe
7.36,100.9,2.66,20.75,Safe
7.4,126.5,0.37,20.15,Safe
7.38,105.6,1.95,20.21,Safe
6.97,142.7,1.92,20.77,Safe
7.13,155.6,0.67,20.97,Safe
7.39,118.3,2.16,20.08,Safe
7.33,183.3,2.43,21.22,Safe
7.09,169,3.01,20.29,Safe
7.52,188.6,2.65,21.34,Safe
7.44,176.9,1.8,20.3,Safe
7.32,110.8,0.57,19.84,Safe
7.41,144.4,2.6,20.81,Safe
6.92,143.9,2.93,20.84,Safe
7.15,119.2,0.83,21.13,Safe
7.46,152.4,2.13,20.65,Safe
7.49,173,1.46,20.49,Safe
6.93,117.3,1.19,21.14,Safe
7.4,157.2,2.4,21.14,Safe
7.46,104.2,3.06,20.83,Safe
6.9,170.9,1.94,21.36,Safe
7.63,130.2,0.18,19.97,Safe
7.1,186.5,1.84,21.51,Safe
7.03,155.5,1.5,20.23,Safe
7.14,192.7,2.24,20.8,Safe
6.94,193.5,1.41,20.12,Safe
7.61,191.1,2.09,20.25,Safe
7.11,194.8,0.71,20.71,Safe
7.25,90.6,2.16,20.52,Safe
7.49,198.9,1.42,20.42,Safe
7.05,148.4,0.38,20.22,Safe
7.09,117.3,2.46,20.62,Safe
7.14,173.9,0,20.64,Safe
7.56,101.1,0.7,20.1,Safe
7.08,114.6,1.28,19.67,Safe
7.61,127.1,2.36,20.54,Safe
7.46,99.7,0.23,19.76,Safe
7.13,185.4,3.27,21.2,Safe
7.3,165.7,2.75,21.34,Safe
7.08,113.9,1.69,19.79,Safe
7.54,146.8,1.35,20.49,Safe
6.85,114.4,1.76,19.84,Safe
7.63,107.1,1.61,20.36,Safe
7.06,133.3,0.42,20.88,Safe
7.05,95.2,1.13,20.85,Safe
7.71,124.4,2.78,20.04,Safe
7.5,95.9,2.34,20.77,Safe
7.03,155.6,1.86,21.17,Safe
7.66,126.2,2.12,21.14,Safe
7.53,191.4,1.36,20.79,Safe
7.33,128.4,2.22,20.88,Safe
7.07,100.4,1.73,20.87,Safe
7.56,100.5,0.85,20.76,Safe
7.24,110.2,2.34,20.81,Safe
7.42,113.7,1.15,20.34,Safe
7.55,136,2.25,20.73,Safe
6.78,133.7,1.02,21.66,Safe
6.89,167.8,0.58,21.02,Safe
7.19,91.1,2.01,21.65,Safe
7.21,195.5,2.15,20.96,Safe
7.19,130.9,0.42,20.84,Safe
7.06,172.2,0.96,21.82,Safe
7.22,197.2,0,22.05,Safe
7.39,132.9,1.58,21.73,Safe
7.47,185.7,0.51,20.92,Safe
7.14,179.3,0.72,20.75,Safe
7.25,175.5,3.54,21.78,Safe
7.17,196.2,0.48,21.66,Safe
7.18,94.8,0.8,20.66,Safe
6.96,178.4,1.74,20.38,Safe
7.45,143.2,0.39,21.31,Safe
6.87,122.8,1.56,20.66,Safe
7.36,107.1,0.43,21.81,Safe
6.99,108.3,0.69,19.89,Safe
7.05,202,3.36,21.25,Safe
6.87,127.1,0.44,21.51,Safe
7.52,178.8,2.48,21.67,Safe
6.91,100.4,1.15,20.89,Safe
6.81,161.2,0.7,20.84,Safe
7.3,178,1.8,20.84,Safe
7.14,126,1.14,20.32,Safe
7.38,121,2.8,21.47,Safe
7.62,135,0,20.4,Safe
7.4,157.8,0.52,20.84,Safe
6.93,94.2,2.77,20.28,Safe
6.97,96.7,2.82,21.34,Safe
6.92,122.9,2.66,20.53,Safe
6.9,169.7,2.28,20.71,Safe
7.17,183.2,1.64,20.73,Safe
7.47,179.2,2.81,21.43,Safe
7.27,176.4,1.31,21.62,Safe
7.49,175.8,1.1,21.02,Safe
7.06,192.4,1.72,21.01,Safe
7.17,150.7,2.5,21.81,Safe
6.97,141,2.5,21.05,Safe
6.86,136.1,0.66,20.27,Safe
7.25,158.6,2.95,20.78,Safe
7.29,122,2.36,20.3,Safe
7.17,203.1,0,21.3,Safe
7.4,89.2,1.16,20.78,Safe
7.18,129.5,3.41,21.34,Safe
6.82,152.9,1.02,20.01,Safe
6.98,144.7,1.98,21.45,Safe
7.5,140.2,2.29,21.12,Safe
7.59,115.9,2.33,21.62,Safe
7.43,110,1.04,20.95,Safe
7.17,169.9,1.34,21.19,Safe
6.95,148.6,2.63,22.51,Safe
7.22,138.3,1.51,22.76,Safe
7.52,153,1.58,22.16,Safe
7.14,185.8,1.43,21.49,Safe
7.55,186.2,2.87,20.86,Safe
6.78,129,2,21.21,Safe
7.58,103.7,2.55,21.36,Safe
7.53,185.3,0.37,21.16,Safe
7.16,118.9,0.53,21.64,Safe
7.43,188.3,1.63,22,Safe
6.94,168,0.27,21.45,Safe
7.49,159.9,0.79,21.01,Safe
7,103.9,2.93,21.2,Safe
7.13,205.5,0.8,21.56,Safe
7.08,154.4,1.05,21.37,Safe
7.29,135.7,0,21.59,Safe
7.19,157.2,0,21.88,Safe
7.5,167.2,1.86,20.97,Safe
7.13,154.5,0.43,21.67,Safe
7.65,163.8,0.7,22.35,Safe
7.12,167.5,1.13,21.02,Safe
6.89,119.6,1.54,21.9,Safe
7.6,191.9,1.78,22.09,Safe
7.31,102.6,2.64,20.46,Safe
6.89,175.9,1.47,21.39,Safe
6.87,103.3,2.83,21.56,Safe
7.24,107.2,1.2,21.77,Safe
7.23,164,0.62,21.27,Safe
7.38,108.7,1.73,20.33,Safe
7.09,136.3,1.22,21.64,Safe
7.21,188.3,2.14,22.37,Safe
7.29,96.3,1.22,21.87,Safe
7.33,101.5,1.39,21.25,Safe
7.43,132.6,1.78,21.78,Safe
6.9,188.5,0.43,22.28,Safe
7.39,132.7,2.16,22.55,Safe
7.44,181.7,0.85,20.87,Safe
7.24,95.4,2.14,21.78,Safe
7.24,180.8,1.99,21.34,Safe
6.81,166.8,0,21.42,Safe
7.47,159.2,1.31,20.71,Safe
7.24,182.4,3.06,21.4,Safe
7.02,176.9,0.57,22.11,Safe
6.97,121.6,2.46,21.25,Safe
7.23,140.1,1.98,21.22,Safe
6.82,126.2,1.94,20.51,Safe
6.89,164.8,0.95,21.19,Safe
7.59,142.6,1.71,21.89,Safe
7.36,192.6,0,21.16,Safe
6.97,115.7,2.14,20.8,Safe
7.31,87.6,2.56,21.2,Safe
6.9,113.8,2.09,21.41,Safe
7.52,120.9,2.53,21.44,Safe
6.94,154.1,0.46,20.86,Safe
6.96,174.1,1.24,21.53,Safe
7.21,179.6,1.38,21.66,Safe
7.44,143.7,2.1,20.9,Safe
7.5,137.4,2.97,21.6,Safe
7.09,141.5,1.23,20.93,Safe
7.45,195.7,1.72,22.24,Safe
7.3,132,2.46,21.69,Safe
7.35,188.9,0.34,21.92,Safe
7.35,100.6,2.34,22.27,Safe
7.14,111.6,0,22.22,Safe
6.85,174.9,0,22.26,Safe
7.5,107.5,3.04,22.36,Safe
7.16,165.7,2.69,22.09,Safe
7.27,91.9,0.96,22.05,Safe
6.96,194,1.45,22.05,Safe
6.97,179.1,1.03,21.83,Safe
7.01,138.7,1.19,21.75,Safe
7.34,196.4,1.84,21.87,Safe
7.03,160.1,2.88,22.63,Safe
7.18,131.4,1.03,22.47,Safe
7.41,200,1.83,22.46,Safe
7.19,161.9,0,22.4,Safe
7.34,118.7,1.45,22.02,Safe
7.4,111.1,1.72,21.72,Safe
7.26,135.6,0,21.54,Safe
6.82,149.9,2.57,22.37,Safe
7.12,182.6,1.12,22.01,Safe
7.45,163.8,0,22.96,Safe
7.03,114.8,0.98,21.86,Safe
7.16,198.1,0.46,21.73,Safe
6.84,123.2,0,21.59,Safe
7.32,144.1,1.6,22.57,Safe
7.31,98.3,1.32,21.53,Safe
6.89,141.7,1.8,21.89,Safe
7.24,133,0.85,22.75,Safe
7.17,188.1,0,22.23,Safe
7.31,125.1,0.74,21.51,Safe
7.12,93.2,1,22.04,Safe
6.91,106.3,1.68,22.51,Safe
7.09,180.2,1.88,21.72,Safe
7.32,85.2,1.59,21.95,Safe
6.85,181.7,1.77,22.54,Safe
7.48,150,0.62,21.33,Safe
7.48,126.4,1.12,21.48,Safe
7.48,171.8,2.57,22.35,Safe
7.45,146,1.18,21.37,Safe
7.07,188.2,1.65,21.45,Safe
7.17,154.1,2.13,22.84,Safe
7.44,129.9,3.08,21.35,Safe
7.19,168.5,1.18,23.15,Safe
7.32,170.5,2.08,21.82,Safe
7.04,141.3,1.55,21.59,Safe
7.49,141.6,0.27,22.14,Safe
6.8,168.8,2.29,22.02,Safe
7.08,148.7,1.15,21.64,Safe
7.36,203,1.43,22.3,Safe
7.33,109.7,1.31,22.14,Safe
7.28,105.9,1.99,22.13,Safe
7.48,132.1,2.57,21.33,Safe
7.24,181,2.62,22.04,Safe
7.52,161.6,2.2,22.35,Safe
7.25,152.2,2.96,22.29,Safe
7.58,177.2,2.65,21.54,Safe
7.4,167.5,0.95,21.43,Safe
7.27,144.3,2.87,21.85,Safe
7.1,160.3,0.36,22.18,Safe
7.23,142.5,0,22.53,Safe
7.11,177.9,2.44,22.13,Safe
7,148.1,1.53,22.51,Safe
7.6,181.1,0.86,22.46,Safe
6.86,89.3,2.28,22.39,Safe
6.9,143.6,1.25,22.58,Safe
7.16,118.6,1.5,23.15,Safe
7.47,169.4,1.11,22.45,Safe
7.39,164,2.38,22.88,Safe
7.35,118.5,1.18,22.79,Safe
7.1,163.2,1.95,21.65,Safe
7,163.3,0.31,22.11,Safe
7.57,193.5,1.15,22.33,Safe
7.56,173.8,1.6,22.21,Safe
7.35,120.6,2.24,22.21,Safe
7.67,114.6,1.08,22.24,Safe
7.03,175.7,0,22.02,Safe
